,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
16673,-120.81,35.19,14,3414,802,1236,632,3.7635,NEAR OCEAN
11243,-118,33.81,33,2970,547,1869,539,4.3636,<1H OCEAN
16555,-121.31,37.81,36,284,53,130,47,3.1429,INLAND
18375,-121.85,37.22,21,6203,798,2494,800,7.7201,<1H OCEAN
9902,-122.27,38.28,37,1170,303,766,302,2.6618,NEAR BAY
3759,-118.38,34.18,32,3553,1060,3129,1010,2.5603,<1H OCEAN
13084,-121.36,38.57,26,1793,244,653,235,5.6485,INLAND
675,-122.17,37.69,24,2262,391,1125,366,4.7609,NEAR BAY
11771,-121.31,38.75,7,4185,750,2147,706,4.0519,INLAND
16688,-120.6,35.11,17,2495,524,1292,501,2.2625,<1H OCEAN
18955,-122.07,38.24,15,7937,1635,4390,1567,3.5464,INLAND
1457,-121.97,37.97,26,1977,264,817,273,5.7512,INLAND
13655,-117.31,34.04,5,2785,577,1310,536,3.39,INLAND
14557,-117.21,32.96,3,6251,988,2330,893,8.4355,NEAR OCEAN
7774,-118.08,33.91,30,1366,460,920,410,0.9946,<1H OCEAN
3689,-118.36,34.23,15,2485,742,1994,670,2.8333,<1H OCEAN
15580,-116.86,33.02,17,401,68,251,69,4.6518,<1H OCEAN
15325,-117.34,33.19,23,3546,553,1533,518,5.276,NEAR OCEAN
13238,-117.67,34.13,10,2846,362,1221,355,7.7234,INLAND
10581,-117.82,33.72,24,3260,458,1383,442,6.5987,<1H OCEAN
5044,-118.33,33.97,44,2526,579,1423,573,2.5363,<1H OCEAN
15692,-122.44,37.79,52,2045,353,722,327,8.0755,NEAR BAY
13987,-117.13,34.88,21,3254,669,1548,545,2.3373,INLAND
1221,-120.65,38.28,21,3095,681,1341,546,2.1382,INLAND
19177,-122.67,38.43,17,2007,400,895,403,3.2813,<1H OCEAN
6475,-118.08,34.09,33,2557,578,1715,530,2.9196,<1H OCEAN
14489,-117.26,32.85,42,1761,329,480,255,5.3787,NEAR OCEAN
15301,-117.36,33.18,39,1546,291,833,308,2.8893,NEAR OCEAN
6769,-118.15,34.1,52,4325,823,1927,795,3.9485,<1H OCEAN
2761,-116.05,33.33,17,290,94,135,57,1.7292,INLAND
19672,-120.84,37.52,16,4527,887,2531,825,3.7065,INLAND
20337,-119.03,34.24,25,3655,545,1776,544,5.687,<1H OCEAN
8092,-118.22,33.82,30,1680,469,1779,429,3.6086,NEAR OCEAN
2787,-118.45,37.37,26,3135,524,1385,523,4.337,INLAND
1914,-120.1,38.91,33,1561,282,30,11,1.875,INLAND
15759,-122.44,37.77,52,2994,736,1428,700,3.0766,NEAR BAY
19343,-122.86,38.62,35,2597,522,1231,499,2.7432,<1H OCEAN
10731,-117.87,33.59,44,2499,396,910,374,6.6544,<1H OCEAN
10024,-121.24,39.22,14,983,163,399,161,2.2917,INLAND
4546,-118.2,34.02,26,36,9,35,9,1.625,<1H OCEAN
20144,-119.05,34.35,39,950,300,1366,312,2.2443,<1H OCEAN
5997,-117.73,34.08,33,1350,265,1251,257,2.9063,INLAND
14806,-117.18,32.68,29,1539,344,556,289,3.25,NEAR OCEAN
757,-122.07,37.66,28,2280,610,1255,587,2.6719,NEAR BAY
10551,-117.71,33.65,16,3774,456,1587,430,8.6088,<1H OCEAN
13328,-117.66,34.05,6,5129,1119,2533,949,3.625,INLAND
647,-122.12,37.71,35,1037,207,552,210,4,NEAR BAY
7111,-118.02,33.9,34,2678,511,1540,497,4.4954,<1H OCEAN
2547,-124.18,40.79,39,1836,352,883,337,1.745,NEAR OCEAN
11395,-117.96,33.73,22,3479,455,1454,488,6.6324,<1H OCEAN
12635,-121.47,38.48,25,2969,551,1745,487,2.6382,INLAND
7332,-118.18,33.97,30,2887,866,2806,830,2.2122,<1H OCEAN
1921,-120.84,38.81,11,1280,286,609,248,3.1635,INLAND
3024,-119.46,35.14,30,2943,,1565,584,2.5313,INLAND
932,-122.05,37.54,25,4209,731,2568,703,5.2882,NEAR BAY
3647,-118.45,34.22,8,2609,786,1803,695,2.7714,<1H OCEAN
2377,-119.54,36.7,20,1815,375,1665,357,2.2448,INLAND
1904,-120,38.87,12,1437,268,395,144,4.225,INLAND
15671,-122.44,37.8,52,3149,719,1145,658,4.625,NEAR BAY
4629,-118.3,34.07,18,3759,,3296,1462,2.2708,<1H OCEAN
10214,-117.9,33.87,28,2315,538,1360,504,2.9861,<1H OCEAN
12811,-121.52,38.65,17,1269,233,494,231,3.9615,INLAND
6495,-118.01,34.09,32,1613,361,1283,404,3.1944,INLAND
19381,-120.86,37.77,45,621,129,257,124,1.7188,INLAND
2712,-115.64,32.75,19,377,69,198,55,1.625,INLAND
2754,-115.49,32.67,24,1266,275,1083,298,1.4828,INLAND
19300,-122.83,38.39,19,1765,394,868,388,2.462,<1H OCEAN
3970,-118.56,34.19,34,2185,372,986,347,4.8125,<1H OCEAN
18738,-122.35,40.56,12,3900,863,2145,864,1.9881,INLAND
2932,-119,35.36,35,1021,280,1258,239,1.7375,INLAND
13198,-117.69,34.06,29,873,226,649,198,2.7986,INLAND
5304,-118.46,34.07,49,2418,301,850,318,14.2867,<1H OCEAN
8120,-118.18,33.79,42,1571,435,1631,417,1.6384,NEAR OCEAN
19260,-122.74,38.45,25,2696,496,1296,514,4.0798,<1H OCEAN
17746,-121.75,37.3,23,1801,415,548,393,2.5052,<1H OCEAN
4403,-118.23,34.07,35,1335,440,1586,445,1.9722,<1H OCEAN
6497,-118.02,34.08,31,2402,632,2830,603,2.3333,INLAND
9797,-121.92,36.57,42,3944,738,1374,598,4.174,NEAR OCEAN
11140,-117.95,33.84,32,1378,492,1202,448,3.4028,<1H OCEAN
18373,-121.86,37.22,18,7245,1029,2893,1049,6.9508,<1H OCEAN
14330,-117.14,32.73,26,450,132,317,109,4,NEAR OCEAN
3292,-122.7,39,18,793,148,186,59,2.3125,INLAND
9592,-120.45,37.32,19,3136,466,1631,484,3.6471,INLAND
3388,-118.35,34.22,19,9259,1653,3963,1595,5.997,<1H OCEAN
13847,-117.34,34.49,9,3293,585,1678,530,3.2941,INLAND
13439,-117.42,34.09,28,3193,525,1750,523,4.1375,INLAND
16628,-120.83,35.33,14,4155,787,2112,755,4.4766,NEAR OCEAN
3708,-118.37,34.19,41,2924,867,2751,836,2.1,<1H OCEAN
17092,-122.23,37.47,39,5264,1259,3057,1265,3.623,NEAR OCEAN
2729,-115.57,32.8,33,1192,213,1066,211,4.5714,INLAND
2950,-118.99,35.35,32,1293,317,1109,286,1.1786,INLAND
8383,-118.36,33.96,26,3543,,2742,951,2.5504,<1H OCEAN
8267,-118.16,33.77,49,3382,787,1314,756,3.8125,NEAR OCEAN
1139,-121.57,39.74,17,1619,292,705,285,2.4623,INLAND
10035,-121.09,39.22,25,2200,439,1045,419,2.6042,INLAND
11134,-117.94,33.85,37,588,121,436,104,4.275,<1H OCEAN
4510,-118.19,34.04,45,963,234,1194,239,2.1806,<1H OCEAN
19535,-120.94,37.65,13,5075,978,3033,838,3.0577,INLAND
15890,-122.38,37.73,40,543,,259,89,2.2167,NEAR BAY
9215,-120.27,37.11,18,1277,234,674,238,2.6694,INLAND
10620,-117.82,33.67,17,2895,439,1588,450,6.276,<1H OCEAN
9905,-122.27,38.31,44,3030,589,1373,582,2.9054,NEAR BAY
10804,-117.93,33.62,37,2204,428,807,410,7.0516,<1H OCEAN
5171,-118.28,33.94,38,637,204,679,162,1.5714,<1H OCEAN
8508,-118.31,33.88,32,2421,671,1491,587,3.5644,<1H OCEAN
16113,-122.5,37.75,46,2298,457,1429,477,4.0217,NEAR OCEAN
16054,-122.48,37.76,52,3260,653,1594,632,4.4094,NEAR BAY
9365,-122.54,37.94,26,3990,804,1550,792,5.1834,NEAR BAY
19540,-120.95,37.64,32,3487,740,1957,685,2.7209,INLAND
13717,-117.19,34.08,22,2467,555,1567,494,2.6536,INLAND
18034,-121.93,37.24,26,2574,414,1096,428,6.0738,<1H OCEAN
18230,-122.09,37.4,17,748,184,412,180,3.4375,NEAR BAY
18086,-122.05,37.31,25,4111,538,1585,568,9.2298,<1H OCEAN
7682,-118.1,33.93,33,1474,325,1205,335,3.1397,<1H OCEAN
11878,-117.38,33.99,52,1797,332,905,313,2.7054,INLAND
5346,-118.43,34.04,42,2725,569,1115,516,4.5833,<1H OCEAN
13926,-114.65,34.89,17,2556,587,1005,401,1.6991,INLAND
5221,-118.24,33.95,21,1260,342,1167,310,0.9708,<1H OCEAN
9442,-120.02,37.72,17,2806,600,990,410,2.3818,INLAND
16227,-121.32,37.97,43,2453,490,1093,438,2.9107,INLAND
19979,-118.73,36.01,14,3263,651,1910,594,2.8603,INLAND
11632,-118.03,33.82,20,2662,464,1275,472,6.0162,<1H OCEAN
6697,-118.11,34.14,52,2401,332,810,308,6.0948,<1H OCEAN
4609,-118.29,34.08,49,649,315,987,329,1.6806,<1H OCEAN
11520,-118.06,33.72,14,2665,331,964,319,15.0001,NEAR OCEAN
18832,-122.92,41.7,23,4017,792,1634,619,2.3571,INLAND
11317,-117.97,33.77,22,2244,575,1543,533,2.6618,<1H OCEAN
16656,-120.66,35.27,33,1664,455,1077,461,1.6875,NEAR OCEAN
15350,-117.3,33.26,23,1678,275,1227,264,4.1713,<1H OCEAN
17416,-120.46,34.65,22,1298,358,1272,363,1.6488,NEAR OCEAN
1334,-121.86,38,16,3216,464,1504,453,5.25,INLAND
2139,-119.74,36.77,30,2427,482,1375,518,2.5737,INLAND
18179,-122,37.36,17,6012,1737,3539,1625,3.8464,<1H OCEAN
14084,-117.1,32.77,49,4449,711,1606,709,5.7768,NEAR OCEAN
15324,-117.35,33.19,28,2823,476,1189,433,5.1733,NEAR OCEAN
17545,-121.87,37.34,52,1087,166,650,194,6.6345,<1H OCEAN
6883,-118.09,34.06,38,3230,840,3485,827,2.629,<1H OCEAN
8884,-118.5,34.03,52,1711,245,671,242,7.7572,<1H OCEAN
8262,-118.17,33.77,45,2151,643,1047,579,3.1149,NEAR OCEAN
14098,-117.11,32.75,18,1943,587,1329,522,1.7696,NEAR OCEAN
3287,-122.69,39.04,9,254,50,66,29,2.7639,INLAND
15255,-117.26,33.04,18,2229,346,1088,352,6.3525,NEAR OCEAN
14562,-117.22,32.83,31,2558,512,1164,492,3.4318,NEAR OCEAN
3381,-118.27,34.24,30,2180,369,1050,390,6.3688,<1H OCEAN
2849,-118.96,35.39,23,5624,1148,2842,1042,3.1297,INLAND
6622,-118.13,34.17,52,1784,368,966,345,3.6094,<1H OCEAN
15486,-117.13,33.14,5,2618,539,1320,512,4.1053,<1H OCEAN
10805,-117.94,33.62,25,1188,264,569,249,3.6607,<1H OCEAN
13400,-117.43,34.12,7,5954,1071,3567,1070,3.2056,INLAND
1270,-121.7,37.96,33,2396,452,1391,465,3.2813,INLAND
5272,-118.52,34.04,43,2167,254,761,256,13.6842,<1H OCEAN
18531,-122.02,36.98,35,1053,263,552,237,2.7125,NEAR OCEAN
19142,-122.69,38.32,15,2536,414,1400,426,5.6613,<1H OCEAN
7014,-118.08,33.97,36,1620,298,1258,309,3.9773,<1H OCEAN
19081,-122.48,38.31,29,2375,560,1124,502,2.3276,<1H OCEAN
19770,-122.12,39.91,16,4006,797,2028,752,2.3929,INLAND
9067,-118.16,34.71,27,6007,998,2680,882,4.1719,INLAND
14224,-117.02,32.68,14,3986,675,2065,702,5.7192,NEAR OCEAN
17244,-119.67,34.43,39,1467,381,1404,374,2.3681,<1H OCEAN
2019,-119.79,36.7,23,1731,363,1210,341,1.3922,INLAND
20287,-119.17,34.17,42,1411,300,1295,339,2.6667,NEAR OCEAN
2574,-124.13,40.78,34,2142,420,1056,382,2.1101,NEAR OCEAN
6301,-117.96,34.02,33,349,124,460,83,2.375,<1H OCEAN
18430,-121.87,37.26,24,2383,343,1146,341,5.6223,<1H OCEAN
16337,-121.36,38.04,9,2167,370,1290,351,5.0285,INLAND
1383,-122.09,37.99,19,3073,506,1773,493,5.4496,NEAR BAY
14027,-117.15,32.76,37,1921,502,811,472,2.75,NEAR OCEAN
8702,-118.35,33.86,24,2139,481,971,418,4.3859,<1H OCEAN
7942,-118.13,33.87,45,1606,300,735,295,4.6765,<1H OCEAN
12102,-117.31,33.94,7,11232,1791,4218,1644,5.2713,INLAND
9086,-118.19,34.65,33,1781,326,913,314,3.9963,INLAND
12658,-121.44,38.51,27,7212,1606,4828,1549,2.214,INLAND
17429,-120.45,34.65,27,2253,382,1197,384,3.3203,NEAR OCEAN
1169,-121.58,39.52,25,2409,490,1384,479,1.9956,INLAND
3745,-118.4,34.16,34,2638,580,1150,551,4.2989,<1H OCEAN
15127,-116.89,32.85,16,1743,333,652,322,2.8906,<1H OCEAN
16976,-122.31,37.57,37,1437,305,979,331,4,NEAR OCEAN
6740,-118.09,34.12,38,1713,285,779,286,5.6152,<1H OCEAN
10327,-117.77,33.85,13,5415,827,2061,714,7.3681,<1H OCEAN
11071,-117.85,33.83,26,1904,292,945,303,5.6784,<1H OCEAN
8938,-118.47,34.01,41,2704,557,1047,478,4.4211,<1H OCEAN
7291,-118.22,33.98,18,1781,765,1913,702,1.2059,<1H OCEAN
4401,-118.28,34.08,40,1630,543,1568,510,2.7366,<1H OCEAN
11386,-117.98,33.65,22,3335,754,1500,719,3.7315,<1H OCEAN
5152,-118.26,33.95,38,1387,346,1240,355,1.6898,<1H OCEAN
978,-121.87,37.57,13,5519,833,2444,825,7.0691,<1H OCEAN
5688,-118.24,34.24,31,3812,595,1645,591,7.585,<1H OCEAN
17725,-121.8,37.32,20,2473,476,2228,501,5.6817,<1H OCEAN
13921,-116,34.12,32,3163,712,1358,544,2.125,INLAND
17407,-120.45,34.94,24,1702,447,1240,417,2.4091,<1H OCEAN
9331,-122.5,37.97,25,6526,1902,5917,1812,2.7273,NEAR BAY
10536,-117.71,33.49,5,1680,254,617,231,8.583,<1H OCEAN
8815,-118.32,33.75,33,2996,398,1048,387,9.267,NEAR OCEAN
6384,-118.05,34.16,41,3320,713,1236,659,3.5694,INLAND
13204,-117.69,34.05,10,1875,366,1055,363,4.3264,INLAND
7279,-118.25,33.98,44,1087,335,1441,310,1.6667,<1H OCEAN
5770,-118.27,34.16,47,1453,356,787,345,3.0114,<1H OCEAN
11420,-117.96,33.69,17,2500,343,1242,368,7.7313,<1H OCEAN
15575,-116.84,33.01,5,5673,855,2592,797,5.4155,<1H OCEAN
3327,-122.83,38.89,11,640,134,268,90,3.4514,<1H OCEAN
12662,-121.42,38.5,24,7740,1539,4333,1397,3.025,INLAND
11462,-117.99,33.67,19,3808,790,1776,756,4.625,<1H OCEAN
8170,-118.12,33.81,36,1665,291,721,294,4.6875,<1H OCEAN
2303,-119.76,36.83,22,2803,438,1234,457,4.5179,INLAND
11154,-117.99,33.84,31,2982,547,1895,570,4.9115,<1H OCEAN
16799,-122.44,37.67,35,1814,365,1025,384,4.425,NEAR OCEAN
19065,-122.46,38.29,21,2423,560,1098,503,2.364,NEAR BAY
18338,-122.15,37.44,52,1945,293,708,275,6.1655,NEAR BAY
16241,-121.29,37.99,30,1271,528,2019,524,1.5152,INLAND
1503,-122.05,37.95,22,5175,1213,2804,1091,2.85,NEAR BAY
1133,-121.62,39.75,20,1173,261,523,258,1.0625,INLAND
17901,-121.98,37.37,35,995,202,615,199,5.0942,<1H OCEAN
546,-122.27,37.77,52,1731,377,872,363,4.1667,NEAR BAY
15982,-122.47,37.76,52,2941,783,1545,726,2.9899,NEAR BAY
9758,-121.45,36.51,29,1045,311,1245,273,1.775,<1H OCEAN
9340,-122.59,37.99,36,4869,871,1899,827,4.1659,NEAR BAY
17884,-121.96,37.41,17,3208,617,2286,602,5.2937,<1H OCEAN
8801,-118.38,33.77,17,10950,2207,4713,2043,6.3064,NEAR OCEAN
4142,-118.19,34.12,52,679,132,483,163,4.2344,<1H OCEAN
10096,-117.94,33.93,34,1475,319,698,293,3.8194,<1H OCEAN
7642,-118.27,33.82,36,1593,334,1427,320,4.4015,<1H OCEAN
9920,-122.33,38.33,15,3193,468,1303,426,5.3017,NEAR BAY
9992,-121.11,39.09,16,1000,197,508,190,2.3062,INLAND
4479,-118.16,34.07,41,247,55,925,50,3.5769,<1H OCEAN
10130,-117.9,33.92,27,698,116,391,126,5.9177,<1H OCEAN
18024,-121.93,37.25,36,1089,182,535,170,4.69,<1H OCEAN
3608,-118.46,34.23,16,6338,1768,4718,1632,3.0187,<1H OCEAN
1225,-120.43,38.25,13,763,161,311,125,2.4583,INLAND
4008,-118.62,34.15,26,5661,791,2493,780,7.9814,<1H OCEAN
9220,-120.27,37.12,17,3328,628,1580,619,2.9861,INLAND
13038,-121.16,38.67,21,6198,1223,2827,1179,3.7796,INLAND
15133,-116.93,32.83,21,1283,278,684,289,2.3203,<1H OCEAN
13462,-117.38,34.13,13,2903,510,1844,510,3.7198,INLAND
18511,-122,36.98,43,1636,324,792,325,3.5562,NEAR OCEAN
9530,-123.1,38.97,36,1211,247,697,251,2.5761,<1H OCEAN
17152,-122.2,37.43,22,3294,744,1337,655,5.2391,NEAR OCEAN
13692,-117.24,34.13,26,3774,716,1913,620,3.3534,INLAND
12107,-117.32,33.99,27,5464,850,2400,836,4.711,INLAND
9951,-122.4,38.41,20,4867,1015,1725,1015,2.5685,INLAND
13560,-117.31,34.09,34,1336,345,1009,311,1.608,INLAND
6643,-118.14,34.16,30,2598,757,2869,769,2.1377,<1H OCEAN
12242,-116.97,33.75,22,3740,965,2011,824,1.3039,INLAND
10591,-117.78,33.68,19,2500,331,1027,327,6.115,<1H OCEAN
8022,-118.12,33.84,37,2143,382,1047,377,4.4423,<1H OCEAN
12446,-114.98,33.82,15,644,129,137,52,3.2097,INLAND
10395,-117.67,33.54,15,2423,435,1366,423,4.8906,<1H OCEAN
533,-122.27,37.78,52,1222,264,630,265,3.7708,NEAR BAY
8349,-118.33,33.94,31,3757,1102,3288,964,1.9309,<1H OCEAN
14129,-117.09,32.75,20,1701,503,1482,465,1.6789,NEAR OCEAN
1805,-122.33,37.93,27,2158,424,1220,442,3.0156,NEAR BAY
12092,-117.43,33.81,13,4770,718,1985,662,4.2273,INLAND
9553,-120.64,37.38,21,3157,637,2268,620,2.567,INLAND
18031,-121.92,37.24,26,6777,1051,3319,1061,6.3663,<1H OCEAN
8316,-118.32,33.33,52,2127,512,733,288,3.3906,ISLAND
7828,-118.14,33.91,32,1981,472,1371,431,3.1204,<1H OCEAN
7676,-118.09,33.92,36,1226,211,711,219,4.5699,<1H OCEAN
8037,-118.14,33.84,36,3002,484,1322,471,4.933,<1H OCEAN
14746,-117.04,32.58,20,2029,357,1497,353,4.0089,NEAR OCEAN
4084,-118.39,34.15,29,3110,650,1212,642,4.2031,<1H OCEAN
358,-122.14,37.77,27,2229,365,1297,355,4.8304,NEAR BAY
8559,-118.41,33.92,32,2590,607,1132,555,4.2333,<1H OCEAN
9887,-122.29,38.3,52,935,224,315,207,1.8287,NEAR BAY
1580,-122.02,37.87,14,3056,369,1209,377,8.4352,NEAR BAY
15532,-117.14,33.18,11,5546,974,2300,970,3.7109,<1H OCEAN
15515,-117.1,33.17,12,2465,412,1226,428,5.4819,<1H OCEAN
16383,-121.29,38.01,2,6403,1116,3327,957,4.4871,INLAND
15024,-117.01,32.76,34,3415,608,1464,593,4.0549,<1H OCEAN
490,-122.25,37.86,52,1389,191,514,202,7.0897,NEAR BAY
18138,-122,37.34,31,3344,620,1604,572,5.2108,<1H OCEAN
15,-122.26,37.85,50,1120,283,697,264,2.125,NEAR BAY
13780,-117.05,34.01,27,5484,1205,2645,1131,2.1927,INLAND
11736,-121.06,38.88,17,7635,1284,3096,1227,4.2917,INLAND
8157,-118.12,33.81,36,2565,458,1155,443,4.6087,<1H OCEAN
16603,-120.69,35.62,35,3451,713,1550,653,2.9167,<1H OCEAN
7247,-118.11,34,33,2886,726,2650,728,2.625,<1H OCEAN
19926,-119.33,36.32,23,3137,628,1446,548,2.5,INLAND
12114,-117.23,33.94,7,13195,2696,6763,2437,3.5851,INLAND
20127,-118.98,34.4,34,1328,244,795,227,4.4219,<1H OCEAN
7877,-118.15,33.87,29,2690,659,1747,617,3.3713,<1H OCEAN
588,-122.1,37.7,25,2973,622,1413,595,4.3819,NEAR BAY
3778,-118.4,34.17,24,6347,,2945,1492,3.3545,<1H OCEAN
19283,-122.73,38.4,30,3689,746,2250,697,2.975,<1H OCEAN
17206,-119.72,34.43,27,984,299,777,313,2.5694,<1H OCEAN
6192,-117.9,34.1,35,2739,475,1481,483,4.5655,<1H OCEAN
3036,-119.2,35.37,6,7383,1095,3415,1059,5.3119,INLAND
8993,-118.35,33.99,48,2741,439,1115,459,5.0514,<1H OCEAN
373,-122.16,37.75,44,617,131,378,135,2.5568,NEAR BAY
2645,-124.14,40.57,29,2864,600,1314,562,2.1354,<1H OCEAN
15138,-116.92,32.82,16,2784,468,1458,465,4.0048,<1H OCEAN
7415,-118.22,33.94,42,1046,287,1218,289,2.6538,<1H OCEAN
5393,-118.37,34.04,42,1809,424,1094,382,2.767,<1H OCEAN
8778,-118.31,33.8,31,4464,991,2420,947,4.0425,<1H OCEAN
3404,-118.35,34.25,34,2795,460,1267,443,6.1464,<1H OCEAN
9130,-118.03,34.58,4,9849,1780,4546,1598,4.0729,INLAND
1460,-121.99,37.97,22,2823,509,1271,474,5.1333,INLAND
7813,-118.11,33.9,35,2604,495,1465,470,4.4896,<1H OCEAN
6254,-117.96,34.03,35,1623,331,1462,312,3.9803,<1H OCEAN
5429,-118.42,34.02,22,3292,1134,1655,898,3.1746,<1H OCEAN
560,-122.24,37.76,52,1846,471,827,446,2.6833,NEAR BAY
14183,-117.07,32.71,39,2754,652,2263,619,2.2454,NEAR OCEAN
18905,-122.27,38.12,42,5266,1167,3124,1025,2.7375,NEAR BAY
20095,-120.26,37.99,12,2726,517,1351,474,3.5,INLAND
12250,-116.98,33.77,12,5829,1309,2711,1118,1.9707,INLAND
11362,-117.93,33.73,27,3662,834,3009,743,3.9816,<1H OCEAN
11014,-117.82,33.76,27,3230,449,1193,448,6.5308,<1H OCEAN
19147,-122.69,38.35,12,1550,187,685,188,7.226,<1H OCEAN
17132,-122.14,37.46,27,5580,2009,4165,1763,2.4375,NEAR BAY
18104,-122.03,37.31,25,2131,410,1132,395,5.3508,<1H OCEAN
17317,-120.2,34.61,15,2958,690,1348,617,3.8582,NEAR OCEAN
3587,-118.54,34.22,34,2193,513,1299,497,3.6187,<1H OCEAN
20104,-120.33,37.97,17,2530,526,1024,496,2.0057,INLAND
1706,-122.32,37.95,37,1887,353,895,359,4.45,NEAR BAY
14521,-117.14,32.9,16,3217,,2054,687,4.2234,<1H OCEAN
19201,-122.71,38.43,52,1439,325,738,316,2.2262,<1H OCEAN
17378,-120.42,34.97,18,1932,350,1071,346,4.125,<1H OCEAN
6315,-117.99,34,26,2988,397,1371,415,6.6988,<1H OCEAN
17326,-120.08,34.64,18,2375,429,1048,369,4.2222,NEAR OCEAN
6421,-117.99,34.14,30,2346,,1988,474,2.5625,INLAND
10512,-117.69,33.52,4,2142,625,1176,483,3.4455,<1H OCEAN
18697,-122.38,40.58,34,1262,267,520,259,1.6983,INLAND
2710,-115.73,32.8,44,472,81,206,57,2.2083,INLAND
1741,-122.33,37.96,46,1222,236,819,251,3.9118,NEAR BAY
3092,-118.47,35.64,17,2248,535,927,427,1.3023,INLAND
14958,-116.95,32.76,13,5543,857,2074,737,4.9528,<1H OCEAN
15381,-117.19,33.41,16,3031,554,1301,518,4.0882,<1H OCEAN
7913,-118.08,33.88,27,923,186,1014,204,3.825,<1H OCEAN
4301,-118.29,34.09,39,336,173,586,151,1.8056,<1H OCEAN
8694,-118.33,33.86,38,1059,218,561,205,4,<1H OCEAN
16767,-122.49,37.69,35,2644,456,1465,430,4.9375,NEAR OCEAN
4445,-118.22,34.07,36,839,250,1079,245,1.7463,<1H OCEAN
7001,-118.05,33.96,37,2622,652,2778,644,2.9714,<1H OCEAN
8728,-118.33,33.83,5,13038,2679,5272,2523,5.5023,<1H OCEAN
6219,-117.91,34.06,29,3250,521,1382,513,5.112,<1H OCEAN
14647,-117.19,32.77,9,634,152,248,133,3.8571,NEAR OCEAN
11849,-121,39.75,8,1116,214,27,39,2.5893,INLAND
18455,-121.79,37.23,16,2240,300,1221,305,6.0198,<1H OCEAN
16419,-121.31,37.9,38,226,44,125,38,2.9,INLAND
408,-122.28,37.9,52,2318,328,779,312,7.1754,NEAR BAY
3412,-118.38,34.28,22,4428,825,3152,836,4.7932,<1H OCEAN
16766,-122.48,37.69,33,2347,512,1259,481,3.4492,NEAR OCEAN
3919,-118.53,34.18,26,4175,885,2118,778,4.2083,<1H OCEAN
9250,-120.1,36.96,20,2100,317,910,274,4.8187,INLAND
13750,-117.14,34.05,5,2634,359,1173,372,6.746,INLAND
922,-121.92,37.53,7,28258,3864,12203,3701,8.4045,<1H OCEAN
9998,-121.04,39.08,8,2870,526,1307,451,3.463,INLAND
2350,-119.69,36.79,13,1736,313,993,314,3.7697,INLAND
19800,-123.32,40.43,15,661,146,131,57,0.4999,INLAND
12837,-121.47,38.68,19,946,182,474,173,5.0155,INLAND
1417,-122.04,37.99,32,1504,279,749,267,3.2,NEAR BAY
8225,-118.2,33.78,46,1889,651,1545,587,1.7064,NEAR OCEAN
5573,-118.3,33.86,35,1511,274,853,308,4.9792,<1H OCEAN
1045,-120.77,38.38,15,4221,816,1737,743,2.3125,INLAND
16473,-121.26,38.11,8,2770,642,1611,633,3.1284,INLAND
20505,-118.72,34.29,22,3266,529,1595,494,6.0368,<1H OCEAN
4964,-118.28,34,46,1650,463,1992,458,2.3403,<1H OCEAN
8216,-118.19,33.79,30,3107,994,3543,850,1.9387,NEAR OCEAN
9408,-122.54,37.89,33,4971,836,1907,795,6.1275,NEAR BAY
20061,-119.06,35.94,18,3501,721,2009,660,2.6576,INLAND
8479,-118.32,33.93,34,1536,273,804,287,4.9615,<1H OCEAN
1966,-120.59,38.76,21,1728,417,731,334,1.7266,INLAND
4941,-118.27,33.99,38,1407,447,1783,402,1.8086,<1H OCEAN
13935,-117.3,34.24,38,4116,949,1196,422,3.5625,INLAND
18960,-122.04,38.25,32,1203,287,571,255,3.0938,INLAND
15751,-122.45,37.77,52,1722,465,885,437,3.0906,NEAR BAY
7928,-118.08,33.85,22,1055,204,682,216,6,<1H OCEAN
11191,-117.94,33.82,24,4735,955,2600,868,5.0764,<1H OCEAN
5064,-118.29,33.98,41,1582,416,1422,370,1.0516,<1H OCEAN
701,-121.97,37.64,32,1283,194,485,171,6.0574,<1H OCEAN
16251,-121.26,37.96,43,527,133,367,152,2.5,INLAND
979,-121.87,37.67,10,4337,800,1813,743,5.5,INLAND
7060,-118.04,33.92,35,2469,522,2151,537,3.4219,<1H OCEAN
3158,-118.95,35.26,24,1341,214,667,184,4,INLAND
11271,-117.99,33.79,21,2695,707,1888,683,3.2857,<1H OCEAN
14144,-117.08,32.74,33,3260,673,1784,666,3.5078,NEAR OCEAN
14523,-117.12,32.9,14,3249,937,1929,838,2.8588,<1H OCEAN
4238,-118.32,34.12,52,3410,800,1218,783,4.15,<1H OCEAN
10653,-117.73,33.57,5,11976,2495,4327,2009,4.8488,<1H OCEAN
19784,-122.89,40.76,14,712,131,270,90,2.3958,INLAND
7698,-118.12,33.96,38,2105,348,956,350,4.4125,<1H OCEAN
10264,-117.85,33.9,20,4026,648,1997,650,5.5918,<1H OCEAN
11668,-118,33.85,34,1078,205,575,206,4.5083,<1H OCEAN
7643,-118.27,33.82,33,1596,337,1650,329,4.3687,<1H OCEAN
2289,-119.76,36.8,29,3494,662,1781,616,2.5893,INLAND
7156,-118.15,34.04,44,647,142,457,143,3.6875,<1H OCEAN
18578,-121.77,36.93,24,1943,447,1844,461,3.0192,<1H OCEAN
